id,host id,host_identity_verified,host name,neighbourhood group,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,review rate number,calculated host listings count,availability 365
1731477,31465464584,unconfirmed,Edel,Manhattan,TRUE,moderate,Private room,2014,"$1,033 ",$207 ,19,30,04/08/2019,5,1,250
1732029,94146807102,verified,Gideon,Brooklyn,FALSE,moderate,Entire home/apt,2018,$521 ,$104 ,2,4,9/21/2015,5,1,313
1732581,15319571742,unconfirmed,Mark And Stoph,Brooklyn,FALSE,strict,Private room,2009,$818 ,$164 ,2,201,07/01/2019,3,1,203
1733134,15652600139,verified,Melanie,Manhattan,TRUE,strict,Private room,2014,$376 ,$75 ,2,51,6/30/2019,2,1,39
1733686,992978391,verified,Dana,Brooklyn,TRUE,moderate,Entire home/apt,2012,$293 ,$59 ,30,63,5/26/2019,4,1,259
1734238,73519228961,unconfirmed,Bekah,Brooklyn,FALSE,strict,Private room,2009,"$1,014 ",$203 ,2,28,08/05/2018,1,1,345
1734790,75372451003,unconfirmed,Jeanmarie,Queens,TRUE,flexible,Entire home/apt,2007,$165 ,$33 ,1,55,06/01/2017,2,1,23
1735343,20722195725,unconfirmed,Raziel,Brooklyn,TRUE,strict,Private room,2006,$808 ,$162 ,5,1,11/13/2018,2,1,370
1735895,81698413195,verified,Tim,Queens,FALSE,flexible,Private room,2014,$839 ,$168 ,40,23,07/01/2016,4,1,409
1736447,40892674758,verified,Ibie,Brooklyn,TRUE,flexible,Entire home/apt,2015,$586 ,$117 ,4,61,03/09/2019,5,1,154
1737000,90809471137,verified,Nitin,Manhattan,TRUE,moderate,Entire home/apt,2020,$398 ,$80 ,60,5,6/20/2013,5,1,359
1737552,71407053486,unconfirmed,Gio/Joey,Manhattan,FALSE,strict,Private room,2018,$227 ,$45 ,2,67,6/25/2019,5,1,162
1738104,64578787226,verified,Anna,Manhattan,FALSE,flexible,Entire home/apt,2013,$384 ,$77 ,30,110,04/02/2019,4,1,-6
1738657,87217453770,unconfirmed,Kanan & Tobias,Brooklyn,TRUE,strict,Entire home/apt,2009,$949 ,$190 ,2,160,6/18/2019,4,1,206
1739209,13690940675,verified,Alex,Brooklyn,FALSE,moderate,Entire home/apt,2018,$137 ,$27 ,3,102,6/25/2019,1,2,196
1739761,19507108978,verified,Helene,Brooklyn,FALSE,strict,Private room,2016,$801 ,$160 ,2,5,05/08/2017,1,4,22
1740313,43203263414,unconfirmed,Tim,Brooklyn,TRUE,flexible,Private room,2007,$678 ,$136 ,5,1,3/31/2015,4,1,231
1740866,21723867338,unconfirmed,Josefina,Manhattan,TRUE,strict,Entire home/apt,2021,$439 ,$88 ,7,34,6/30/2019,1,1,206
1741418,91819937803,unconfirmed,John,Brooklyn,FALSE,strict,Entire home/apt,2005,$974 ,$195 ,30,6,10/31/2015,1,1,71
1741970,41250040282,unconfirmed,Jeffrey,Brooklyn,TRUE,moderate,Private room,2004,$147 ,$29 ,1,61,07/06/2019,2,2,348
1742523,64917368127,unconfirmed,Tom & Jennifer,Manhattan,TRUE,strict,Entire home/apt,2003,$192 ,$38 ,60,11,6/21/2019,4,1,154
1743075,83166089073,unconfirmed,Michael,Brooklyn,TRUE,strict,Entire home/apt,2005,$417 ,$83 ,30,1,08/10/2012,5,2,88
1743627,71622918741,verified,Wowa,Manhattan,TRUE,moderate,Private room,2003,$621 ,$124 ,5,46,05/05/2019,5,1,47
1744180,49009439649,unconfirmed,T,Manhattan,FALSE,flexible,Private room,2010,"$1,155 ",$231 ,1,132,06/05/2019,4,1,411
1744732,25581400996,unconfirmed,Lisa,Manhattan,FALSE,moderate,Private room,2006,$132 ,$26 ,1,62,4/27/2014,4,1,99
1745284,27079728522,verified,Theodore,Brooklyn,FALSE,moderate,Entire home/apt,2005,$547 ,$109 ,10,8,8/24/2018,3,1,327
1745836,27805546704,verified,Stephanie,Brooklyn,FALSE,flexible,Entire home/apt,2004,$358 ,$72 ,3,16,4/17/2017,2,1,125
1746389,56014108629,verified,Chris,Brooklyn,FALSE,strict,Private room,2012,$619 ,$124 ,2,19,7/15/2016,1,1,5
1746941,33042727850,verified,Valerie,Queens,FALSE,moderate,Entire home/apt,2022,"$1,043 ",$209 ,2,17,01/01/2017,1,1,165
1747493,49180814686,verified,Marie-Jeanne,Manhattan,FALSE,moderate,Entire home/apt,2008,$649 ,$130 ,7,12,11/18/2016,5,1,212
1748046,29130668934,verified,Hillary,Manhattan,TRUE,strict,Entire home/apt,2011,$572 ,$114 ,1,321,6/15/2019,1,1,348
1748598,48970860497,verified,Chris,Manhattan,FALSE,moderate,Private room,2010,$180 ,$36 ,4,160,06/12/2019,2,2,198
1749150,1799553000,unconfirmed,Chris,Manhattan,TRUE,moderate,Private room,2016,"$1,198 ",$240 ,4,142,06/03/2019,4,2,275
1749703,31999294402,verified,Bill,Manhattan,TRUE,moderate,Entire home/apt,2003,$332 ,$66 ,1,5,10/11/2015,3,1,367
1750255,76434585890,verified,Markus,Manhattan,FALSE,flexible,Entire home/apt,2003,$693 ,$139 ,6,61,6/30/2019,1,1,234
1750807,84524651713,verified,Chris,Manhattan,FALSE,flexible,Entire home/apt,2020,"$1,019 ",$204 ,7,0,,4,1,197
1751359,82726339676,verified,Kelly,Brooklyn,TRUE,flexible,Private room,2019,$855 ,$171 ,3,5,10/21/2018,2,1,193
1751912,75580006392,verified,Ana,Manhattan,FALSE,strict,Private room,2015,$302 ,$60 ,30,36,1/25/2017,3,1,232
1752464,2388915141,unconfirmed,Angela,Brooklyn,TRUE,strict,Entire home/apt,2006,"$1,068 ",$214 ,1,109,6/14/2019,1,1,191
1753016,83390828660,unconfirmed,Nancy,Queens,TRUE,flexible,Private room,2021,$383 ,$77 ,3,28,3/31/2019,2,1,348
1753569,2286956591,unconfirmed,Onur,Brooklyn,TRUE,moderate,Entire home/apt,2015,$383 ,$77 ,4,14,5/20/2019,2,1,213
1754121,79904323515,verified,Fabio,Brooklyn,FALSE,strict,Entire home/apt,2017,$927 ,$185 ,2,250,6/26/2019,5,1,141
1754673,15527889450,verified,Amy,Manhattan,FALSE,strict,Entire home/apt,2004,$756 ,$151 ,4,12,5/28/2018,5,1,1
1755226,72314908382,unconfirmed,Chris,Brooklyn,TRUE,moderate,Entire home/apt,2005,$276 ,$55 ,2,20,12/30/2018,5,1,372
1755778,80561140992,unconfirmed,George,Brooklyn,FALSE,flexible,Entire home/apt,2019,$395 ,$79 ,14,27,5/13/2019,3,1,128
1756330,56699495121,verified,Kathleen R.,Brooklyn,TRUE,flexible,Private room,,$682 ,$136 ,2,73,6/27/2019,4,3,237
1756882,37431709184,unconfirmed,Kevin + Casey,Brooklyn,TRUE,flexible,Entire home/apt,,$512 ,$102 ,3,2,12/29/2015,5,1,130
1757435,60568545482,unconfirmed,Zach,Brooklyn,FALSE,flexible,Entire home/apt,,$683 ,$137 ,5,38,05/06/2019,1,1,367
1757987,18653619750,verified,Kyle,Brooklyn,TRUE,strict,Entire home/apt,,$315 ,$63 ,14,5,10/18/2014,5,1,26
1758539,39606847608,unconfirmed,Miriam,Queens,TRUE,flexible,Private room,,$462 ,$92 ,3,0,,4,2,411
1759092,47444544162,unconfirmed,Nat,Brooklyn,FALSE,moderate,Private room,,"$1,098 ",$220 ,3,31,08/10/2018,2,1,297
1759644,81871959566,unconfirmed,Lauren,Manhattan,FALSE,flexible,Entire home/apt,,$862 ,$172 ,2,17,12/07/2015,2,1,156
1760196,14462200558,unconfirmed,Heather,Manhattan,FALSE,flexible,Entire home/apt,,$984 ,$197 ,3,35,5/27/2019,1,1,139
1760749,8523855233,unconfirmed,Wendy,Brooklyn,TRUE,moderate,Entire home/apt,,$106 ,$21 ,30,63,4/18/2019,3,3,242
1761301,30915484322,verified,Eric,Manhattan,TRUE,moderate,Entire home/apt,,$875 ,$175 ,7,149,6/29/2019,1,1,186
1761853,73614997226,verified,Silvia,Manhattan,TRUE,strict,Private room,2004,$941 ,$188 ,20,107,06/05/2018,2,1,271
1762405,28816780806,unconfirmed,Marta,Brooklyn,FALSE,moderate,Entire home/apt,2013,"$1,000 ",$200 ,5,7,12/31/2015,2,1,271
1762958,10005433552,unconfirmed,Rafael,Queens,TRUE,strict,Entire home/apt,2017,$453 ,$91 ,3,48,6/23/2019,3,2,121
1763510,26601346795,verified,Jonathan,Brooklyn,TRUE,strict,Entire home/apt,2005,$978 ,$196 ,3,54,6/19/2019,2,1,167
1764062,37271089679,unconfirmed,Andrew And Kat,Brooklyn,FALSE,strict,Entire home/apt,2020,"$1,038 ",$208 ,31,17,10/18/2015,5,1,46
1764615,57538404994,verified,"Christopher, Samantha And Mason",Brooklyn,TRUE,flexible,Entire home/apt,2013,$624 ,$125 ,2,103,06/08/2019,1,1,31
1765167,70208587045,unconfirmed,Deborah,Manhattan,FALSE,moderate,Entire home/apt,2005,$67 ,$13 ,3,243,6/24/2019,4,1,326
1765719,37474455930,unconfirmed,Miriam,Queens,TRUE,strict,Private room,2013,$806 ,$161 ,3,0,,1,2,47
1766272,27034471585,verified,Lori & John,Manhattan,FALSE,strict,Private room,2010,$596 ,$119 ,3,93,6/18/2019,3,1,292
1766824,60250249288,unconfirmed,Historic Harlem,Manhattan,FALSE,moderate,Entire home/apt,2011,$483 ,$97 ,2,54,07/01/2019,4,2,158
1767376,61943536745,unconfirmed,Mike,Manhattan,TRUE,strict,Entire home/apt,2006,$486 ,$97 ,30,2,10/31/2015,5,52,397
1767928,37823274747,unconfirmed,Masud,Brooklyn,TRUE,flexible,Private room,2017,"$1,053 ",$211 ,28,88,5/22/2019,2,4,12
1768481,9632494210,unconfirmed,Bradley,Brooklyn,TRUE,moderate,Entire home/apt,2012,$57 ,$11 ,30,15,7/29/2017,5,1,173
1769033,25765987917,unconfirmed,Bob,Brooklyn,FALSE,moderate,Entire home/apt,2014,$851 ,$170 ,3,25,11/21/2017,3,2,130
1769585,96730185596,unconfirmed,Sarah,Brooklyn,TRUE,flexible,Entire home/apt,2010,"$1,178 ",$236 ,3,0,,5,1,232
1770138,54723404190,unconfirmed,Cath,Brooklyn,TRUE,strict,Entire home/apt,2022,$931 ,$186 ,4,11,4/28/2019,1,1,86
1770690,24362152494,verified,Zack,Brooklyn,FALSE,flexible,Private room,2008,"$1,151 ",$230 ,30,17,5/30/2019,2,2,30
1771242,78072392107,verified,Hayley,Brooklyn,TRUE,moderate,Private room,2011,$260 ,$52 ,3,5,8/31/2014,3,2,110
1771795,80388721806,verified,David,Queens,TRUE,strict,Entire home/apt,2012,$364 ,$73 ,14,0,,4,1,163
1772347,34395836526,verified,Mauricio,Manhattan,FALSE,flexible,Private room,2013,$428 ,$86 ,2,28,9/13/2018,1,1,117
1772899,6496999695,verified,Evelina,Brooklyn,FALSE,moderate,Private room,2020,"$1,144 ",$229 ,2,0,,3,1,103
1773451,28307278196,verified,Angela,Manhattan,FALSE,moderate,Entire home/apt,2003,"$1,139 ",$228 ,30,0,,3,1,373
1774004,72461260873,unconfirmed,Laura And Bernard,Manhattan,FALSE,strict,Entire home/apt,2008,$927 ,$185 ,30,8,8/21/2018,2,1,318
1774556,26380661039,unconfirmed,Aida,Manhattan,FALSE,flexible,Entire home/apt,2016,"$1,027 ",$205 ,2,15,4/27/2019,5,2,331
1775108,83944535434,verified,Gina,Brooklyn,TRUE,moderate,Entire home/apt,2021,$907 ,$181 ,3,2,10/22/2018,3,1,31
1775661,52984680679,unconfirmed,Zhenia,Brooklyn,TRUE,flexible,Entire home/apt,2005,$926 ,$185 ,4,40,01/01/2019,4,1,257
1776213,65249280909,unconfirmed,Carlita,Manhattan,TRUE,flexible,Entire home/apt,2004,$742 ,$148 ,7,57,05/06/2019,2,1,227
1776765,72758500899,verified,Armando,Brooklyn,TRUE,moderate,Entire home/apt,2013,$414 ,$83 ,3,0,,3,1,396
1777318,41752841312,unconfirmed,Dennis,Manhattan,FALSE,moderate,Entire home/apt,2009,"$1,069 ",$214 ,14,6,8/16/2018,1,1,143
1777870,2349576867,unconfirmed,Sag,Manhattan,TRUE,flexible,Entire home/apt,2008,$94 ,$19 ,4,57,5/24/2019,1,1,340
1778422,19659117046,verified,Lauren,Brooklyn,FALSE,strict,Entire home/apt,2017,$157 ,$31 ,3,22,10/28/2015,2,1,409
1778974,62441226967,verified,Ian,Manhattan,FALSE,strict,Entire home/apt,2015,$670 ,$134 ,8,6,09/04/2013,2,1,197
1779527,86638961160,unconfirmed,Zachary,Manhattan,TRUE,flexible,Entire home/apt,2004,"$1,177 ",$235 ,1,17,10/13/2015,1,1,224
1780079,16871204273,unconfirmed,Niral,Brooklyn,FALSE,moderate,Private room,2013,$879 ,$176 ,2,14,10/28/2018,3,1,290
1780631,31741001537,unconfirmed,Ken,Manhattan,TRUE,flexible,Private room,2016,$59 ,$12 ,1,160,6/27/2019,5,1,121
1781184,13282252824,unconfirmed,Lascell,Brooklyn,TRUE,strict,Entire home/apt,2017,$631 ,$126 ,2,85,6/23/2019,4,1,86
1781736,61767468197,verified,Karl & Catherine,Queens,FALSE,flexible,Private room,2018,$861 ,$172 ,1,165,6/22/2019,5,2,-5
1782288,95559500175,unconfirmed,Paul,Manhattan,FALSE,moderate,Shared room,2018,"$1,166 ",$233 ,2,13,4/22/2014,2,1,212
1782841,39274660199,unconfirmed,Henry,Manhattan,FALSE,flexible,Entire home/apt,2019,"$1,048 ",$210 ,30,44,9/28/2015,1,11,95
1783393,73451746761,verified,Peter,Manhattan,FALSE,strict,Entire home/apt,2008,$878 ,$176 ,4,51,05/02/2019,5,1,299
1783945,95886878723,verified,Misty,Brooklyn,TRUE,flexible,Entire home/apt,2003,$789 ,$158 ,2,179,6/17/2019,5,1,355
1784497,33980757836,verified,Jose,Brooklyn,FALSE,moderate,Private room,2018,$165 ,$33 ,2,206,6/15/2019,3,2,198
1785050,66029714116,verified,Sharon,Manhattan,TRUE,flexible,Entire home/apt,2010,$881 ,$176 ,5,4,07/08/2018,5,1,277
1785602,32776016048,verified,Daniel,Brooklyn,TRUE,moderate,Private room,2008,$353 ,$71 ,14,2,6/23/2019,2,1,255
1786154,2100925850,unconfirmed,Tony,Queens,FALSE,strict,Private room,2004,$281 ,$56 ,3,1,06/04/2018,1,1,-8
1786707,16066819832,unconfirmed,Cortney,Manhattan,FALSE,strict,Entire home/apt,2009,$717 ,$143 ,4,2,04/03/2013,2,1,154
1787259,78842613549,unconfirmed,Jonny,Brooklyn,FALSE,strict,Entire home/apt,2004,"$1,079 ",$216 ,5,3,01/11/2016,3,1,400
1787811,37533525854,verified,Jeffrey,Manhattan,FALSE,strict,Private room,2018,$649 ,$130 ,2,19,9/23/2015,5,1,201
1788364,63542823809,verified,Marina,Staten Island,TRUE,strict,Entire home/apt,2003,$752 ,$150 ,3,59,07/08/2019,2,1,278
1788916,87797573063,unconfirmed,Jack,Manhattan,FALSE,flexible,Entire home/apt,2017,$813 ,$163 ,6,1,01/05/2019,5,1,122
1789468,22571751837,unconfirmed,Gina,Manhattan,FALSE,strict,Entire home/apt,2009,$502 ,$100 ,5,1,9/18/2012,2,1,297
1790020,7381654812,unconfirmed,Chris & Don,Brooklyn,FALSE,moderate,Private room,2010,$497 ,$99 ,3,254,6/23/2019,4,1,405
1790573,14337990816,unconfirmed,Diego,Manhattan,FALSE,flexible,Private room,2007,$639 ,$128 ,2,129,04/06/2019,4,2,211
1791125,38109721873,verified,Dee,Manhattan,FALSE,strict,Entire home/apt,2018,$984 ,$197 ,30,11,03/08/2013,2,2,278
1791677,66917697646,unconfirmed,Mateo And Anna,Brooklyn,TRUE,flexible,Entire home/apt,2007,$742 ,$148 ,20,32,4/21/2019,1,1,386
1792230,60934234581,unconfirmed,Evan,Manhattan,FALSE,flexible,Entire home/apt,2008,"$1,152 ",$230 ,5,8,8/21/2016,1,3,333
1792782,86313803215,unconfirmed,Grace,Manhattan,TRUE,moderate,Private room,2015,$754 ,$151 ,2,261,07/03/2019,5,1,292
1793334,23733786041,verified,Ryan,Brooklyn,FALSE,strict,Private room,2008,"$1,160 ",$232 ,2,3,9/23/2012,2,1,285
1793887,51377828776,verified,Vadim,Staten Island,FALSE,strict,Private room,2015,$247 ,$49 ,2,23,10/07/2018,2,2,345
1794439,24853230225,unconfirmed,James,Manhattan,TRUE,strict,Entire home/apt,2021,$688 ,$138 ,5,108,06/03/2019,5,2,107
1794991,92310100727,verified,Steven,Manhattan,TRUE,strict,Private room,2010,"$1,070 ",$214 ,3,9,6/30/2019,1,1,134
1795543,2222026873,verified,Brian,Manhattan,TRUE,strict,Private room,2012,$547 ,$109 ,2,248,6/24/2019,4,1,315
1796096,21940973894,verified,Daniel,Queens,FALSE,flexible,Private room,2019,$606 ,$121 ,4,107,6/22/2019,1,2,306
1796648,1326373287,verified,Gal,Manhattan,FALSE,moderate,Private room,2011,$477 ,$95 ,3,41,9/25/2015,5,1,294
1797200,33270711474,unconfirmed,Mathilde,Manhattan,FALSE,strict,Entire home/apt,2007,$715 ,$143 ,4,43,06/02/2019,2,1,248
1797753,40279067491,unconfirmed,Andrea,Manhattan,FALSE,flexible,Private room,2005,$443 ,$89 ,3,39,12/08/2016,1,1,348
1798305,50691622661,unconfirmed,Mary,Brooklyn,TRUE,moderate,Shared room,2019,$634 ,$127 ,4,31,06/01/2017,5,1,221
1798857,79015312771,verified,Carmen,Brooklyn,TRUE,flexible,Private room,2022,$354 ,$71 ,6,6,5/13/2019,1,2,7
1799410,64762890195,unconfirmed,Ede,Brooklyn,TRUE,flexible,Entire home/apt,2022,$941 ,$188 ,3,18,04/06/2019,5,1,55
1799962,66899751732,verified,Jon,Manhattan,TRUE,strict,Entire home/apt,2021,$987 ,$197 ,20,29,4/30/2019,1,1,15
1800514,53341424119,unconfirmed,Moira,Manhattan,FALSE,flexible,Entire home/apt,2020,$920 ,$184 ,1,11,12/25/2013,2,1,125
1801066,37688476876,verified,Jernee,Manhattan,FALSE,flexible,Private room,2022,"$1,007 ",$201 ,4,161,07/01/2019,5,1,45
1801619,49185126940,verified,Karina,Brooklyn,FALSE,flexible,Entire home/apt,2007,$351 ,$70 ,1,39,4/28/2019,3,1,133
1802171,74292735288,verified,David,Manhattan,TRUE,strict,Entire home/apt,2003,"$1,187 ",$237 ,365,0,,1,1,399
1802723,44081645626,unconfirmed,Christina,Brooklyn,FALSE,strict,Entire home/apt,2006,$92 ,$18 ,7,2,8/25/2015,5,1,287
1803276,57939546477,verified,Lisa,Manhattan,FALSE,flexible,Entire home/apt,2022,$492 ,$98 ,5,59,6/27/2019,1,1,233
1803828,17950404086,unconfirmed,Casper,Manhattan,FALSE,flexible,Private room,2009,$686 ,$137 ,1,323,6/20/2019,4,1,181
1804380,83817110639,verified,Edward,Brooklyn,FALSE,flexible,Entire home/apt,,"$1,134 ",$227 ,3,56,5/21/2019,4,1,418
1804933,2357957476,unconfirmed,Mike,Manhattan,TRUE,moderate,Entire home/apt,,$356 ,$71 ,30,3,12/31/2016,2,52,-8
1805485,52793927225,unconfirmed,Mike,Manhattan,TRUE,flexible,Entire home/apt,,$536 ,$107 ,30,2,6/30/2018,3,52,143
1806037,2184468990,verified,Mike,Manhattan,FALSE,flexible,Entire home/apt,,$204 ,$41 ,30,2,8/15/2016,1,52,302
1806589,83318082776,verified,Mike,Manhattan,TRUE,strict,Entire home/apt,,$720 ,$144 ,30,3,8/15/2018,1,52,418
1807142,9877335931,verified,Mike,Manhattan,FALSE,moderate,Entire home/apt,2011,$118 ,$24 ,30,1,11/01/2012,1,52,146
1807694,97825567982,unconfirmed,Kate,Manhattan,FALSE,strict,Entire home/apt,2013,$777 ,$155 ,3,58,6/18/2019,1,1,-9
1808246,30540309517,verified,Noel,Manhattan,TRUE,strict,Entire home/apt,2004,$981 ,$196 ,3,10,10/24/2015,5,1,168
1808799,42308127557,verified,Kathleen,Manhattan,TRUE,moderate,Entire home/apt,2016,$746 ,$149 ,2,83,5/23/2019,2,1,253
1809351,98637300403,verified,Connie,Manhattan,FALSE,strict,Entire home/apt,2005,$393 ,$79 ,4,12,06/03/2019,4,1,282
1809903,63596560436,verified,Nick,Brooklyn,TRUE,moderate,Entire home/apt,2005,$929 ,$186 ,3,1,8/25/2012,2,1,235
1810456,56546042414,verified,Alana,Manhattan,TRUE,moderate,Entire home/apt,2011,$653 ,$131 ,7,10,07/06/2019,1,1,-1
1811008,24448520039,unconfirmed,Manon,Brooklyn,FALSE,flexible,Private room,2021,$234 ,$47 ,1,48,2/28/2019,4,1,104
1811560,43932062558,verified,Horatio,Manhattan,FALSE,moderate,Entire home/apt,2020,$868 ,$174 ,16,5,07/03/2019,2,1,217
1812112,96020161223,unconfirmed,Charlotte,Brooklyn,TRUE,strict,Entire home/apt,2011,$703 ,$141 ,3,15,07/09/2018,3,1,224
1812665,72421170786,verified,Olga,Manhattan,FALSE,strict,Private room,2021,$302 ,$60 ,1,347,07/04/2019,3,2,300
1813217,63626401553,verified,Mariko,Manhattan,TRUE,strict,Entire home/apt,2014,$400 ,$80 ,1,108,07/05/2019,1,2,330
1813769,72173145761,unconfirmed,Claire,Brooklyn,TRUE,flexible,Entire home/apt,2020,"$1,173 ",$235 ,3,163,6/19/2019,4,2,174
1814322,81642477008,verified,Dawn,Manhattan,TRUE,flexible,Entire home/apt,2010,$235 ,$47 ,3,182,6/23/2019,1,1,364
1814874,77324860130,unconfirmed,Jay,Manhattan,TRUE,strict,Private room,2012,"$1,160 ",$232 ,1,37,06/02/2019,5,1,423
1815426,40870484288,verified,Erika,Queens,FALSE,strict,Private room,2004,"$1,047 ",$209 ,1,30,6/22/2019,1,1,142
1815979,88752714734,verified,Ruth,Brooklyn,FALSE,strict,Private room,2003,$107 ,$21 ,60,3,5/15/2015,3,1,273
1816531,36945426983,verified,Ben,Manhattan,TRUE,moderate,Entire home/apt,2005,$847 ,$169 ,3,46,01/04/2018,4,1,51
1817083,45196634481,verified,Sean - Hygge Stay,Brooklyn,FALSE,strict,Entire home/apt,2007,$766 ,$153 ,2,211,07/04/2019,3,1,364
1817635,16025767582,verified,Lynne,Manhattan,TRUE,moderate,Private room,2016,$619 ,$124 ,1,93,5/21/2019,1,1,377
1818188,30419333134,verified,Nika,Manhattan,FALSE,moderate,Entire home/apt,2009,$336 ,$67 ,2,10,05/07/2016,1,1,341
1818740,21062433667,verified,Clara,Manhattan,FALSE,strict,Entire home/apt,2015,$59 ,$12 ,4,72,6/22/2019,4,1,138
1819292,20299085756,unconfirmed,Henry,Manhattan,FALSE,moderate,Entire home/apt,2018,"$1,004 ",$201 ,30,59,1/28/2016,5,11,87
1819845,91368277288,unconfirmed,Carl,Manhattan,FALSE,strict,Entire home/apt,2007,$163 ,$33 ,2,18,12/01/2018,1,1,56
1820397,16924360031,verified,Matteo,Manhattan,FALSE,flexible,Private room,2004,"$1,152 ",$230 ,5,6,07/11/2013,5,1,62
1820949,23896700800,unconfirmed,Carlo,Brooklyn,TRUE,strict,Entire home/apt,2004,$232 ,$46 ,31,15,10/12/2015,3,1,137
1821502,49024233215,unconfirmed,Valentin,Brooklyn,TRUE,flexible,Entire home/apt,2009,$468 ,$94 ,4,78,06/07/2019,5,1,18
1822054,17328806401,unconfirmed,Nic,Manhattan,TRUE,moderate,Entire home/apt,2022,$554 ,$111 ,3,17,6/24/2018,2,1,407
1822606,78923199478,unconfirmed,Lina,Brooklyn,TRUE,moderate,Entire home/apt,2011,"$1,007 ",$201 ,4,15,08/03/2017,3,1,119
1823158,79432555046,verified,Martina,Manhattan,FALSE,moderate,Private room,2021,$212 ,$42 ,7,1,7/16/2015,5,1,84
1823711,73026107073,unconfirmed,Kate,Brooklyn,FALSE,moderate,Private room,2022,$698 ,$140 ,5,69,5/25/2019,1,3,264
1824263,51731471695,verified,Jackie'S Place,Brooklyn,TRUE,flexible,Entire home/apt,2011,"$1,172 ",$234 ,31,114,06/10/2019,3,2,131
1824815,35049298912,verified,Roxanne,Manhattan,FALSE,flexible,Private room,2017,$556 ,$111 ,3,161,6/15/2019,3,2,-9
1825368,67981339972,verified,Kate,Brooklyn,FALSE,flexible,Private room,2015,$585 ,$117 ,5,70,4/29/2019,2,3,177
1825920,45579063178,verified,Cory,Brooklyn,TRUE,moderate,Private room,2005,"$1,077 ",$215 ,3,0,,4,1,398
1826472,25622943016,verified,Camille,Manhattan,FALSE,flexible,Entire home/apt,2007,$99 ,$20 ,2,46,6/14/2019,4,1,131
1827025,53911852917,unconfirmed,Elizabeth,Brooklyn,TRUE,strict,Entire home/apt,2010,"$1,015 ",$203 ,5,19,11/02/2018,2,1,184
1827577,25296963514,verified,Claire,Brooklyn,TRUE,strict,Entire home/apt,2008,$572 ,$114 ,3,162,6/24/2019,3,2,208
1828129,2087516165,verified,Natalie,Brooklyn,TRUE,flexible,Private room,2006,$173 ,$35 ,2,70,10/10/2018,2,3,179
1828681,94643866836,verified,Francesca,Queens,FALSE,flexible,Private room,2006,$303 ,$61 ,14,11,8/31/2018,5,1,158
1829234,46997027263,unconfirmed,Callie,Manhattan,FALSE,flexible,Private room,2004,$690 ,$138 ,2,2,07/04/2019,2,1,24
1829786,54083168899,unconfirmed,Ouii,Manhattan,FALSE,strict,Private room,2007,$564 ,$113 ,5,39,1/18/2019,5,1,422
1830338,1597891164,unconfirmed,Jullett,Queens,TRUE,flexible,Private room,2011,$577 ,$115 ,2,56,07/01/2019,5,2,284
1830891,20678470976,unconfirmed,Glauce,Queens,TRUE,moderate,Entire home/apt,2005,$211 ,$42 ,3,1,9/18/2012,3,1,100
1831443,66521115159,verified,James,Queens,TRUE,moderate,Private room,2011,$686 ,$137 ,2,35,6/21/2019,2,1,278
1831995,91272605391,verified,Stephen,Manhattan,FALSE,strict,Private room,2006,"$1,125 ",$225 ,5,32,9/14/2018,2,1,190
1832548,17961492389,verified,Alice,Queens,FALSE,flexible,Private room,2009,$607 ,$121 ,2,1,01/03/2018,1,2,340
1833100,54022890208,verified,Laila,Manhattan,FALSE,moderate,Entire home/apt,2003,$558 ,$112 ,21,12,12/20/2018,1,2,222
1833652,59013102821,unconfirmed,Kalae,Manhattan,FALSE,strict,Private room,2018,$628 ,$126 ,2,211,6/21/2019,4,3,178
1834204,81624942367,verified,Maria,Staten Island,FALSE,strict,Private room,2009,$130 ,$26 ,2,48,06/11/2019,1,1,164
1834757,46095871555,verified,Yolanda,Brooklyn,FALSE,moderate,Entire home/apt,2008,$298 ,$60 ,2,219,06/12/2019,5,2,142
1835309,22726125411,verified,Roxanne,Manhattan,TRUE,moderate,Private room,2004,"$1,120 ",$224 ,3,218,6/23/2019,2,2,364
1835861,53828788235,unconfirmed,Danny,Manhattan,FALSE,strict,Entire home/apt,2004,$281 ,$56 ,6,40,10/15/2017,1,1,62
1836414,87472127258,unconfirmed,Jeff,Manhattan,FALSE,moderate,Entire home/apt,2007,$600 ,$120 ,14,37,06/08/2019,3,1,-3
1836966,71483149379,verified,John,Queens,FALSE,strict,Private room,2018,"$1,119 ",$224 ,20,28,5/20/2017,2,3,136
1837518,94529458545,verified,Mie,Manhattan,FALSE,strict,Private room,2011,$771 ,$154 ,3,66,6/17/2019,4,2,368
1838071,95422802966,verified,George Steven,Manhattan,FALSE,strict,Entire home/apt,2010,$699 ,$140 ,30,43,07/04/2019,3,6,128
1838623,82519185530,verified,George Steven,Manhattan,FALSE,moderate,Entire home/apt,2011,$254 ,$51 ,30,9,11/04/2018,3,6,118
1839175,62089478705,unconfirmed,Maria Daniela,Brooklyn,TRUE,flexible,Private room,2006,$443 ,$89 ,3,13,5/29/2019,5,1,400
1839727,92994874680,unconfirmed,Daniel,Manhattan,FALSE,strict,Private room,2004,$547 ,$109 ,1,60,5/16/2019,1,1,121
1840280,64799543298,unconfirmed,Andrew,Brooklyn,TRUE,strict,Entire home/apt,2013,$343 ,$69 ,4,19,06/07/2019,2,1,208
